match_id,season,date,match_type,venue,team1,team2,toss_winner,toss_decision,winner,win_by,win_margin,target_runs,team1_runs,team1_overs,team1_wickets,team1_run_rate,team2_runs,team2_overs,team2_wickets,team2_run_rate,t1_platinum,t1_diamond,t1_gold,t1_silver,t1_emerging,t1_supplementary,t2_platinum,t2_diamond,t2_gold,t2_silver,t2_emerging,t2_supplementary,season_winner
959175,2016,04/02/2016,League,Dubai International Cricket Stadium,Islamabad United, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,8,129,128,20,7,6.4,132,16,2,8.25,0,1,1,3,1,5,1,1,2,1,0,4,Islamabad United
959177,2016,05/02/2016,League,Dubai International Cricket Stadium,Lahore Qalandars, Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,7,126,125,20,8,6.25,131,15.5,3,8.27,0,1,0,3,1,6,3,1,1,1,0,3,Islamabad United
959179,2016,05/02/2016,League,Dubai International Cricket Stadium,Peshawar Zalmi, Islamabad United,Peshawar Zalmi,bat,Peshawar Zalmi,runs,24,146,121,20,9,6.05,145,20,7,7.25,0,0,1,3,1,6,2,2,2,0,0,5,Islamabad United
959181,2016,06/02/2016,League,Dubai International Cricket Stadium,Karachi Kings, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,8,148,147,20,7,7.35,153,17.2,2,8.83,3,1,1,2,0,3,1,1,2,1,0,4,Islamabad United
959183,2016,06/02/2016,League,Dubai International Cricket Stadium,Lahore Qalandars, Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,9,118,117,20,6,5.85,118,16,1,7.38,1,0,0,3,1,6,2,1,2,0,0,3,Islamabad United
959185,2016,07/02/2016,League,Dubai International Cricket Stadium,Islamabad United, Karachi Kings,Karachi Kings,field,Islamabad United,runs,2,133,132,20,8,6.6,130,20,9,6.5,0,0,3,1,1,6,3,1,1,2,1,3,Islamabad United
959187,2016,07/02/2016,League,Dubai International Cricket Stadium,Peshawar Zalmi, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,3,136,135,20,7,6.75,139,19.5,7,7.01,2,2,2,0,0,5,1,1,2,1,0,6,Islamabad United
959189,2016,08/02/2016,League,Dubai International Cricket Stadium,Lahore Qalandars, Quetta Gladiators,Quetta Gladiators,field,Lahore Qalandars,runs,63,195,194,20,3,9.7,131,16.2,10,8.02,1,0,0,4,0,4,1,1,2,1,0,6,Islamabad United
959191,2016,10/02/2016,League,Sharjah Cricket Stadium,Lahore Qalandars, Islamabad United,Islamabad United,field,Islamabad United,wickets,8,167,166,20,6,8.3,169,15.5,2,10.67,1,0,0,3,1,6,0,0,2,2,1,4,Islamabad United
959195,2016,11/02/2016,League,Sharjah Cricket Stadium,Islamabad United, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,7,118,117,19.1,10,6.1,118,16.1,3,7.3,0,1,2,2,1,5,1,1,1,1,0,6,Islamabad United
959197,2016,12/02/2016,League,Sharjah Cricket Stadium,Karachi Kings, Lahore Qalandars,Lahore Qalandars,field,Karachi Kings,runs,27,179,178,20,5,8.9,151,20,8,7.55,3,1,0,4,1,2,1,0,0,3,1,6,Islamabad United
959199,2016,12/02/2016,League,Sharjah Cricket Stadium,Islamabad United, Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,7,153,152,20,6,7.6,153,18.3,3,8.27,0,0,3,0,1,7,2,2,2,0,0,5,Islamabad United
959201,2016,13/02/2016,League,Sharjah Cricket Stadium,Karachi Kings, Quetta Gladiators,Karachi Kings,bat,Quetta Gladiators,wickets,5,127,127,18.5,5,6.74,126,20,9,6.3,1,1,1,1,0,6,3,1,0,4,1,2,Islamabad United
959203,2016,13/02/2016,League,Sharjah Cricket Stadium,Lahore Qalandars, Peshawar Zalmi,Peshawar Zalmi,field,Lahore Qalandars,runs,4,165,164,20,3,8.2,160,20,7,8,1,0,0,2,1,5,2,2,2,0,0,5,Islamabad United
959205,2016,14/02/2016,League,Sharjah Cricket Stadium,Karachi Kings, Islamabad United,Islamabad United,field,Islamabad United,wickets,5,129,128,20,5,6.4,131,18.5,5,6.96,2,1,1,3,1,3,0,1,3,1,1,5,Islamabad United
959207,2016,14/02/2016,League,Sharjah Cricket Stadium,Quetta Gladiators, Peshawar Zalmi,Quetta Gladiators,bat,Peshawar Zalmi,wickets,8,130,130,18.4,2,6.96,129,18,10,7.17,2,2,1,0,0,4,1,0,2,2,0,6,Islamabad United
959209,2016,16/02/2016,League,Dubai International Cricket Stadium,Lahore Qalandars, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,2,202,201,20,2,10.05,203,20,8,10.15,1,0,0,3,0,5,1,1,2,1,1,5,Islamabad United
959211,2016,17/02/2016,League,Dubai International Cricket Stadium,Karachi Kings, Peshawar Zalmi,Karachi Kings,bat,Peshawar Zalmi,wickets,5,153,158,18.3,5,8.54,152,20,7,7.6,1,2,0,2,0,6,2,0,2,2,0,4,Islamabad United
959213,2016,17/02/2016,League,Dubai International Cricket Stadium,Lahore Qalandars, Islamabad United,Islamabad United,field,Islamabad United,wickets,5,151,150,20,5,7.5,151,19,5,7.95,1,1,0,1,0,7,0,2,2,0,1,6,Islamabad United
959215,2016,19/02/2016,Qualifier 1,Dubai International Cricket Stadium,Quetta Gladiators, Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,runs,1,134,133,19.3,10,6.82,132,20,9,6.6,1,1,1,0,1,7,2,2,0,0,0,7,Islamabad United
959217,2016,20/02/2016,Qualifier 2,Dubai International Cricket Stadium,Karachi Kings, Islamabad United,Islamabad United,field,Islamabad United,wickets,9,112,111,20,9,5.55,115,14.2,1,8.02,1,1,1,3,1,4,0,1,2,1,0,4,Islamabad United
959219,2016,21/02/2016,Qualifier 3,Dubai International Cricket Stadium,Islamabad United, Peshawar Zalmi,Peshawar Zalmi,field,Islamabad United,runs,50,177,176,20,3,8.8,126,18,10,7,0,1,3,1,0,4,2,2,0,0,0,7,Islamabad United
959221,2016,23/02/2016,Final,Dubai International Cricket Stadium,Quetta Gladiators, Islamabad United,Islamabad United,field,Islamabad United,wickets,6,175,174,20,7,8.7,175,18.4,4,9.38,1,1,1,0,1,7,0,1,3,1,0,5,Islamabad United
1075986,2017,09/02/2017,League,Dubai International Cricket Stadium,Islamabad United, Peshawar Zalmi,Islamabad United,field,Islamabad United,wickets,7,173,190,20,9,9.5,175,17.4,3,9.91,1,1,1,2,0,6,0,2,1,2,1,4,Peshawar Zalmi
1075987,2017,10/02/2017,League,Dubai International Cricket Stadium,Lahore Qalandars, Quetta Gladiators,Lahore Qalandars,field,Quetta Gladiators,runs,8,137,136,20,9,6.8,128,18.4,10,6.86,1,1,1,1,0,7,1,2,1,2,0,5,Peshawar Zalmi
1075988,2017,10/02/2017,League,Dubai International Cricket Stadium,Karachi Kings, Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,7,119,118,20,7,5.9,119,18.3,3,6.43,1,1,2,1,1,5,2,1,1,1,1,4,Peshawar Zalmi
1075989,2017,11/02/2017,League,Dubai International Cricket Stadium,Islamabad United, Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,wickets,6,159,158,20,7,7.9,160,18.2,4,8.73,1,0,1,4,0,5,1,2,0,2,0,5,Peshawar Zalmi
1075990,2017,11/02/2017,League,Dubai International Cricket Stadium,Karachi Kings, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,7,160,159,20,8,7.95,160,19.1,3,8.35,1,1,2,1,1,5,1,1,1,1,0,7,Peshawar Zalmi
1075991,2017,12/02/2017,League,Dubai International Cricket Stadium,Lahore Qalandars, Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,3,60,59,10.2,10,5.71,60,17,7,3.53,1,2,1,2,0,5,2,1,1,1,1,5,Peshawar Zalmi
1075992,2017,15/02/2017,League,Sharjah Cricket Stadium,Islamabad United, Quetta Gladiators,Islamabad United,field,Islamabad United,wickets,5,149,148,20,6,7.4,149,19.1,5,7.77,1,1,1,2,0,6,1,1,1,2,0,6,Peshawar Zalmi
1075993,2017,16/02/2017,League,Sharjah Cricket Stadium,Karachi Kings, Lahore Qalandars,Karachi Kings,field,Lahore Qalandars,runs,7,180,179,20,8,8.95,172,20,8,8.6,1,2,1,2,0,5,1,1,2,1,0,6,Peshawar Zalmi
1075994,2017,17/02/2017,League,Sharjah Cricket Stadium,Peshawar Zalmi, Quetta Gladiators,Quetta Gladiators,field,No Result,N/A,0,0,117,16,3,7.31,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,4,Peshawar Zalmi
1075995,2017,17/02/2017,League,Sharjah Cricket Stadium,Islamabad United, Karachi Kings,Karachi Kings,field,Karachi Kings,runs,8,68,90,13,8,6.92,75,9.4,4,7.76,1,1,1,3,0,5,1,1,2,1,0,5,Peshawar Zalmi
1075996,2017,18/02/2017,League,Sharjah Cricket Stadium,Lahore Qalandars, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,5,201,200,20,3,10,202,18.5,5,10.73,1,2,1,2,0,4,1,1,1,2,0,6,Peshawar Zalmi
1075997,2017,18/02/2017,League,Sharjah Cricket Stadium,Islamabad United, Peshawar Zalmi,Islamabad United,field,Islamabad United,wickets,5,137,136,20,9,6.8,137,20,5,6.85,2,2,2,2,0,3,1,1,1,1,1,6,Peshawar Zalmi
1075998,2017,19/02/2017,League,Sharjah Cricket Stadium,Karachi Kings, Peshawar Zalmi,Peshawar Zalmi,field,Karachi Kings,runs,9,175,174,20,4,8.7,165,19.5,10,8.32,1,1,2,1,0,6,2,1,2,1,0,5,Peshawar Zalmi
1075999,2017,20/02/2017,League,Sharjah Cricket Stadium,Islamabad United, Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,wickets,1,146,145,20,8,7.25,146,19.2,9,7.55,1,1,1,1,1,6,1,2,1,2,0,5,Peshawar Zalmi
1076000,2017,23/02/2017,League,Dubai International Cricket Stadium,Karachi Kings, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,6,155,154,20,6,7.7,158,19,4,8.32,1,1,2,1,0,6,1,1,0,2,0,7,Peshawar Zalmi
1076001,2017,24/02/2017,League,Dubai International Cricket Stadium,Lahore Qalandars, Peshawar Zalmi,Peshawar Zalmi,bat,Peshawar Zalmi,runs,17,167,149,20,9,7.45,166,20,6,8.3,1,2,1,2,1,4,2,2,2,0,1,3,Peshawar Zalmi
1076002,2017,24/02/2017,League,Dubai International Cricket Stadium,Islamabad United, Quetta Gladiators,Quetta Gladiators,field,Islamabad United,runs,1,166,165,20,6,8.25,164,20,5,8.2,1,1,1,1,1,6,1,1,1,2,0,6,Peshawar Zalmi
1076003,2017,25/02/2017,League,Dubai International Cricket Stadium,Karachi Kings, Lahore Qalandars,Karachi Kings,field,Karachi Kings,wickets,5,156,155,20,6,7.75,158,20,5,7.9,1,2,1,2,0,5,1,1,2,1,0,6,Peshawar Zalmi
1076004,2017,25/02/2017,League,Dubai International Cricket Stadium,Peshawar Zalmi, Quetta Gladiators,Peshawar Zalmi,field,Peshawar Zalmi,wickets,2,129,128,20,10,6.4,130,19.2,8,6.72,1,0,2,2,0,6,2,2,2,1,1,3,Peshawar Zalmi
1076005,2017,26/02/2017,League,Dubai International Cricket Stadium,Islamabad United, Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,6,124,123,15,7,8.2,127,14.5,4,8.56,1,1,1,2,1,5,1,1,2,1,0,6,Peshawar Zalmi
1076006,2017,28/02/2017,Qualifier 1,Sharjah Cricket Stadium,Quetta Gladiators, Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,runs,1,201,200,20,7,10,199,20,9,9.95,1,1,1,1,0,7,2,1,1,1,1,5,Peshawar Zalmi
1076007,2017,01/03/2017,Qualifier 2,Sharjah Cricket Stadium,Karachi Kings, Islamabad United,Islamabad United,field,Karachi Kings,runs,44,127,126,19.4,10,6.41,82,15.2,10,5.35,1,1,2,1,0,6,1,1,1,2,1,5,Peshawar Zalmi
1076008,2017,03/03/2017,Qualifier 3,Dubai International Cricket Stadium,Peshawar Zalmi, Karachi Kings,Karachi Kings,field,Peshawar Zalmi,runs,24,182,181,20,3,9.05,157,20,7,7.85,2,1,1,0,1,5,1,1,2,1,0,6,Peshawar Zalmi
1076009,2017,05/03/2017,Final,Gaddafi Stadium,Peshawar Zalmi, Quetta Gladiators,Quetta Gladiators,field,Peshawar Zalmi,runs,58,149,148,20,6,7.4,90,16.3,10,5.45,1,1,1,0,1,7,1,1,1,1,0,7,Peshawar Zalmi
1128818,2018,22/02/2018,League,Dubai International Cricket Stadium,Peshawar Zalmi, Multan Sultans,Multan Sultans,field,Multan Sultans,wickets,7,152,151,20,6,7.55,152,19.1,3,7.93,2,2,1,2,1,3,2,1,3,1,0,3,Islamabad United
1128819,2018,23/02/2018,League,Dubai International Cricket Stadium,Karachi Kings, Quetta Gladiators,Karachi Kings,bat,Karachi Kings,runs,19,150,130,20,9,6.5,149,20,9,7.45,1,0,2,2,0,6,2,2,1,1,0,5,Islamabad United
1128820,2018,23/02/2018,League,Dubai International Cricket Stadium,Multan Sultans, Lahore Qalandars,Lahore Qalandars,field,Multan Sultans,runs,43,180,179,20,5,8.95,136,17.2,10,7.85,2,1,3,1,0,3,1,2,1,3,0,4,Islamabad United
1128821,2018,24/02/2018,League,Dubai International Cricket Stadium,Islamabad United, Peshawar Zalmi,Islamabad United,field,Peshawar Zalmi,runs,34,177,176,20,6,8.8,142,20,9,7.1,2,2,0,2,1,4,0,1,3,2,1,4,Islamabad United
1128822,2018,24/02/2018,League,Dubai International Cricket Stadium,Quetta Gladiators, Lahore Qalandars,Quetta Gladiators,field,Quetta Gladiators,wickets,9,120,119,20,9,5.95,120,14,1,8.57,1,2,1,2,0,5,0,0,2,1,0,4,Islamabad United
1128823,2018,25/02/2018,League,Dubai International Cricket Stadium,Multan Sultans, Islamabad United,Islamabad United,field,Islamabad United,wickets,5,114,113,19.5,10,5.7,117,17.4,5,6.62,2,1,3,1,1,3,0,1,3,1,2,4,Islamabad United
1128824,2018,25/02/2018,League,Dubai International Cricket Stadium,Karachi Kings, Peshawar Zalmi,Peshawar Zalmi,bat,Karachi Kings,wickets,5,132,135,19.4,5,6.86,131,20,9,6.55,2,2,1,1,0,5,2,2,0,2,1,4,Islamabad United
1128825,2018,26/02/2018,League,Dubai International Cricket Stadium,Karachi Kings, Lahore Qalandars,Karachi Kings,bat,Karachi Kings,runs,27,160,132,18.3,10,7.14,159,20,7,7.95,1,2,2,1,0,5,1,2,1,1,0,6,Islamabad United
1128826,2018,28/02/2018,League,Sharjah Cricket Stadium,Islamabad United, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,6,135,134,20,7,6.7,135,17.1,4,7.86,2,1,3,1,1,3,1,0,2,2,0,5,Islamabad United
1128827,2018,01/03/2018,League,Sharjah Cricket Stadium,Quetta Gladiators, Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,5,142,141,20,8,7.05,143,19.4,5,7.27,1,0,2,2,0,6,2,3,0,1,1,4,Islamabad United
1128829,2018,02/03/2018,League,Sharjah Cricket Stadium,Lahore Qalandars, Islamabad United,Lahore Qalandars,field,No Result,N/A,0,122,121,20,9,6.05,155,21.4,11,7.15,2,2,2,1,2,3,1,2,2,2,0,6,Islamabad United
1128830,2018,03/03/2018,League,Sharjah Cricket Stadium,Multan Sultans, Quetta Gladiators,Multan Sultans,field,Multan Sultans,wickets,9,103,102,15.4,10,6.51,108,16.4,1,6.48,1,1,1,2,0,6,2,1,3,1,0,2,Islamabad United
1128831,2018,03/03/2018,League,Sharjah Cricket Stadium,Peshawar Zalmi, Lahore Qalandars,Lahore Qalandars,bat,Peshawar Zalmi,wickets,10,101,104,13.4,0,7.61,100,17.2,10,5.77,1,2,1,0,1,2,1,2,2,1,0,5,Islamabad United
1128832,2018,04/03/2018,League,Sharjah Cricket Stadium,Islamabad United, Karachi Kings,Islamabad United,field,Islamabad United,wickets,8,154,153,20,6,7.65,156,17.2,2,9,1,2,1,1,0,6,1,1,2,1,1,2,Islamabad United
1128833,2018,06/03/2018,League,Dubai International Cricket Stadium,Peshawar Zalmi, Multan Sultans,Peshawar Zalmi,field,Multan Sultans,runs,19,184,183,20,3,9.15,164,20,8,8.2,2,1,3,1,0,2,2,1,2,0,1,5,Islamabad United
1128834,2018,07/03/2018,League,Dubai International Cricket Stadium,Multan Sultans, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,2,153,152,20,5,7.6,156,19.5,8,7.87,2,1,2,1,0,4,1,0,2,1,0,7,Islamabad United
1128835,2018,08/03/2018,League,Dubai International Cricket Stadium,Islamabad United, Lahore Qalandars,Islamabad United,field,Islamabad United,wickets,6,164,163,20,8,8.15,164,17.4,4,9.28,0,1,2,1,0,7,2,1,2,1,1,3,Islamabad United
1128836,2018,08/03/2018,League,Dubai International Cricket Stadium,Karachi Kings, Quetta Gladiators,Karachi Kings,field,Quetta Gladiators,runs,67,181,180,20,4,9,113,20,8,5.65,0,0,2,1,0,7,2,2,1,0,0,6,Islamabad United
1128837,2018,09/03/2018,League,Dubai International Cricket Stadium,Multan Sultans, Lahore Qalandars,Multan Sultans,bat,Lahore Qalandars,wickets,6,115,115,18.4,4,6.16,114,19.4,10,5.8,0,1,2,1,0,7,2,1,3,1,1,3,Islamabad United
1128838,2018,09/03/2018,League,Dubai International Cricket Stadium,Peshawar Zalmi, Islamabad United,Peshawar Zalmi,field,Islamabad United,runs,26,183,182,20,5,9.1,156,20,9,7.8,1,1,2,2,1,3,2,1,1,0,1,6,Islamabad United
1128839,2018,10/03/2018,League,Dubai International Cricket Stadium,Multan Sultans, Karachi Kings,Multan Sultans,field,Karachi Kings,runs,63,189,188,20,3,9.4,125,19.4,10,6.36,2,2,0,0,0,6,2,1,3,1,1,3,Islamabad United
1128840,2018,10/03/2018,League,Dubai International Cricket Stadium,Peshawar Zalmi, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,6,158,157,20,5,7.85,158,19.2,4,8.17,2,1,1,1,0,6,1,0,2,1,0,7,Islamabad United
1128841,2018,11/03/2018,League,Dubai International Cricket Stadium,Karachi Kings, Lahore Qalandars,Lahore Qalandars,field,No Result,N/A,0,164,163,20,5,8.15,182,22,11,8.27,2,2,0,0,0,7,1,1,2,1,0,9,Islamabad United
1128842,2018,13/03/2018,League,Sharjah Cricket Stadium,Multan Sultans, Islamabad United,Multan Sultans,field,Islamabad United,runs,33,186,185,20,4,9.25,152,19.1,10,7.93,1,1,2,2,1,3,2,1,2,1,1,4,Islamabad United
1128843,2018,14/03/2018,League,Sharjah Cricket Stadium,Quetta Gladiators, Lahore Qalandars,Quetta Gladiators,field,Lahore Qalandars,runs,17,187,186,20,4,9.3,169,20,6,8.45,0,1,2,0,0,7,1,0,1,2,0,7,Islamabad United
1128844,2018,15/03/2018,League,Sharjah Cricket Stadium,Peshawar Zalmi, Karachi Kings,Peshawar Zalmi,bat,Peshawar Zalmi,runs,44,182,137,20,8,6.85,181,20,6,9.05,2,1,1,1,0,6,2,1,1,1,1,5,Islamabad United
1128845,2018,15/03/2018,League,Sharjah Cricket Stadium,Quetta Gladiators, Islamabad United,Quetta Gladiators,bat,Islamabad United,wickets,6,148,149,18.2,4,8.13,147,20,7,7.35,1,1,2,2,1,3,1,0,1,3,0,6,Islamabad United
1128846,2018,16/03/2018,League,Sharjah Cricket Stadium,Peshawar Zalmi, Lahore Qalandars,Lahore Qalandars,bat,Peshawar Zalmi,wickets,7,173,176,18,3,9.78,172,20,4,8.6,2,1,1,1,1,4,0,1,2,1,0,7,Islamabad United
1128847,2018,16/03/2018,League,Sharjah Cricket Stadium,Islamabad United, Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,7,125,124,19,10,6.53,125,17,3,7.35,2,0,2,3,1,3,2,1,0,1,0,6,Islamabad United
1128848,2018,18/03/2018,Qualifier,Dubai International Cricket Stadium,Islamabad United, Karachi Kings,Karachi Kings,bat,Islamabad United,wickets,8,155,155,12.3,2,12.4,154,20,4,7.7,0,1,2,1,2,3,2,1,0,1,0,6,Islamabad United
1128849,2018,20/03/2018,Eliminator,Gaddafi Stadium,Peshawar Zalmi, Quetta Gladiators,Quetta Gladiators,field,Peshawar Zalmi,runs,1,158,157,20,10,7.85,156,20,9,7.8,2,2,1,1,1,4,1,1,2,2,0,5,Islamabad United
1128850,2018,21/03/2018,Eliminator,Gaddafi Stadium,Karachi Kings, Peshawar Zalmi,Karachi Kings,field,Peshawar Zalmi,runs,13,171,170,16,7,10.62,157,16,2,9.81,2,1,1,1,1,5,1,1,0,1,0,7,Islamabad United
1128851,2018,25/03/2018,Final,National Stadium,Islamabad United, Peshawar Zalmi,Peshawar Zalmi,bat,Islamabad United,wickets,3,149,154,16.5,7,9.15,148,20,9,7.4,1,1,2,2,2,3,2,1,1,1,1,5,Islamabad United
1168820,2019,14/02/2019,League,Dubai International Cricket Stadium,Islamabad United, Lahore Qalandars,Islamabad United,field,Islamabad United,wickets,5,172,171,20.1,8,8.48,177,19.2,5,9.16,3,1,1,1,0,5,2,2,0,2,0,5,Quetta Gladiators
1168821,2019,15/02/2019,League,Dubai International Cricket Stadium,Karachi Kings, Multan Sultans,Karachi Kings,bat,Karachi Kings,runs,7,184,176,20,9,8.8,183,20,6,9.15,2,2,1,0,1,5,2,1,2,1,0,5,Quetta Gladiators
1168822,2019,15/02/2019,League,Dubai International Cricket Stadium,Peshawar Zalmi, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,6,156,155,20,4,7.75,161,19.4,4,8.19,2,2,0,2,1,3,1,1,2,0,1,6,Quetta Gladiators
1168823,2019,16/02/2019,League,Dubai International Cricket Stadium,Islamabad United, Multan Sultans,Multan Sultans,field,Multan Sultans,wickets,5,126,125,20,7,6.25,126,18.4,5,6.75,2,2,0,2,0,5,2,2,1,0,0,6,Quetta Gladiators
1168824,2019,16/02/2019,League,Dubai International Cricket Stadium,Karachi Kings, Lahore Qalandars,Karachi Kings,field,Lahore Qalandars,runs,22,139,138,20,6,6.9,116,19.5,10,5.85,3,1,1,1,0,5,2,1,2,1,0,5,Quetta Gladiators
1168825,2019,17/02/2019,League,Dubai International Cricket Stadium,Islamabad United, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,7,158,157,20,8,7.85,161,18.2,3,8.78,2,2,1,1,0,5,1,1,2,0,1,6,Quetta Gladiators
1168826,2019,17/02/2019,League,Dubai International Cricket Stadium,Lahore Qalandars, Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,7,79,78,15.1,10,5.14,81,10.1,3,7.97,2,0,1,2,0,6,2,1,1,1,0,4,Quetta Gladiators
1168827,2019,20/02/2019,League,Sharjah Cricket Stadium,Multan Sultans, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,8,161,160,20,9,8,161,18.3,2,8.7,2,1,1,1,0,6,0,1,2,1,1,4,Quetta Gladiators
1168828,2019,21/02/2019,League,Sharjah Cricket Stadium,Karachi Kings, Peshawar Zalmi,Karachi Kings,field,Peshawar Zalmi,runs,44,154,153,20,8,7.65,109,20,9,5.45,2,1,1,1,0,6,2,1,2,0,0,6,Quetta Gladiators
1168829,2019,22/02/2019,League,Sharjah Cricket Stadium,Lahore Qalandars, Multan Sultans,Lahore Qalandars,field,Lahore Qalandars,wickets,6,201,200,20,6,10,204,20,5,10.2,1,2,0,1,1,6,3,0,1,2,0,5,Quetta Gladiators
1168830,2019,22/02/2019,League,Sharjah Cricket Stadium,Islamabad United, Peshawar Zalmi,Peshawar Zalmi,field,Islamabad United,runs,12,159,158,20,9,7.9,146,19.4,10,7.42,2,2,0,2,1,4,2,1,1,1,1,5,Quetta Gladiators
1168831,2019,23/02/2019,League,Sharjah Cricket Stadium,Lahore Qalandars, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,3,144,143,20,7,7.15,148,20,7,7.4,3,1,1,1,0,5,1,1,2,2,1,4,Quetta Gladiators
1168832,2019,23/02/2019,League,Sharjah Cricket Stadium,Islamabad United, Karachi Kings,Islamabad United,field,Islamabad United,wickets,7,144,143,20,6,7.15,147,16.1,3,9.09,2,1,0,1,0,7,2,0,1,2,1,4,Quetta Gladiators
1168833,2019,24/02/2019,League,Sharjah Cricket Stadium,Multan Sultans, Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,5,146,145,20,10,7.25,146,19.4,5,7.42,2,2,0,1,1,5,2,1,0,1,1,5,Quetta Gladiators
1168834,2019,24/02/2019,League,Sharjah Cricket Stadium,Karachi Kings, Quetta Gladiators,Karachi Kings,field,Karachi Kings,wickets,6,187,186,20,5,9.3,188,18.4,4,10.07,0,1,2,2,1,4,2,1,0,2,0,6,Quetta Gladiators
1168835,2019,26/02/2019,League,Dubai International Cricket Stadium,Islamabad United, Multan Sultans,Multan Sultans,field,Multan Sultans,wickets,6,122,121,17.4,10,6.85,122,18.1,4,6.72,2,1,1,2,1,4,2,2,0,2,1,4,Quetta Gladiators
1168836,2019,27/02/2019,League,Dubai International Cricket Stadium,Lahore Qalandars, Quetta Gladiators,Lahore Qalandars,field,Lahore Qalandars,wickets,8,107,106,19.1,10,5.53,107,16.3,2,6.48,1,1,2,2,1,4,2,1,0,1,0,5,Quetta Gladiators
1168837,2019,27/02/2019,League,Dubai International Cricket Stadium,Islamabad United, Karachi Kings,Islamabad United,field,Islamabad United,wickets,5,169,168,20,8,8.4,169,19.2,5,8.74,2,1,0,1,0,7,2,1,1,1,1,5,Quetta Gladiators
1168838,2019,28/02/2019,League,Dubai International Cricket Stadium,Multan Sultans, Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,7,173,172,20,5,8.6,176,19.2,3,9.1,2,2,0,2,1,4,2,1,1,1,0,5,Quetta Gladiators
1168839,2019,28/02/2019,League,Dubai International Cricket Stadium,Karachi Kings, Lahore Qalandars,Karachi Kings,field,Karachi Kings,wickets,5,134,133,20,5,6.65,134,19.1,5,6.99,2,1,0,2,0,6,2,1,1,1,0,6,Quetta Gladiators
1168840,2019,01/03/2019,League,Dubai International Cricket Stadium,Islamabad United, Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,4,177,176,20,10,8.8,177,20,6,8.85,2,2,1,1,1,4,2,1,1,1,0,6,Quetta Gladiators
1168841,2019,01/03/2019,League,Dubai International Cricket Stadium,Multan Sultans, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,6,122,121,20,10,6.05,122,19,4,6.42,2,1,0,3,1,4,0,1,2,1,1,5,Quetta Gladiators
1168842,2019,04/03/2019,League,Sheikh Zayed Stadium,Peshawar Zalmi, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,8,166,165,20,4,8.25,166,17.4,2,9.4,2,1,1,1,1,5,0,1,1,1,1,5,Quetta Gladiators
1168843,2019,04/03/2019,League,Sheikh Zayed Stadium,Karachi Kings, Multan Sultans,Karachi Kings,field,Karachi Kings,wickets,5,119,118,20,7,5.9,120,19.2,5,6.21,1,1,0,2,1,6,1,1,1,1,0,7,Quetta Gladiators
1168844,2019,05/03/2019,League,Sheikh Zayed Stadium,Lahore Qalandars, Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,4,125,124,20,7,6.2,125,19.5,6,6.3,1,0,1,2,1,6,2,2,1,0,1,5,Quetta Gladiators
1168845,2019,05/03/2019,League,Sheikh Zayed Stadium,Islamabad United, Quetta Gladiators,Islamabad United,field,Quetta Gladiators,runs,43,181,180,20,9,9,137,20,9,6.85,1,1,2,0,1,6,2,2,0,1,0,6,Quetta Gladiators
